link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,odme_volume,obs_count,upper_bound_type,obs_count_dev,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_p,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before,volume_after,volume_diff,speed_before,speed_after,speed_diff,DoC_before,DoC_after,Doc_diff,P_before,P_after,P_diff,notes
11,bpr,11,557,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10551.061,-1.000,0.000,,,,,0.000,10551.061,0.001,59.981,37.279,1.000,0.213,0.213,49500.000,0.000,0.000,0.000,1.000,1.000,10551.060,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.938,51.000,6.558,0.176,6.558,0.176,0.000,0.000,"LINESTRING (-87.761306 41.896383, -87.749405 41.905386)",10551.060,60.000,60.000,60.000,60.000,59.990,59.959,56.969,59.979,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10551.061,10551.061,0.000,59.981,59.981,0.000,0.213,0.213,0.000,0.002,0.002,period-based
12,bpr,12,558,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6985.780,-1.000,0.000,,,,,0.000,6985.780,0.001,59.996,37.288,1.000,0.141,0.141,49500.000,0.000,0.000,0.000,1.000,1.000,6985.780,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.988,51.000,4.342,0.116,4.342,0.116,0.000,0.000,"LINESTRING (-87.725585 41.901785, -87.713681 41.910789)",6985.780,60.000,60.000,60.000,60.000,59.998,59.992,56.994,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6985.780,6985.780,0.000,59.996,59.996,0.000,0.141,0.141,0.000,0.000,0.000,period-based
13,bpr,13,559,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9401.479,-1.000,0.000,,,,,0.000,9401.479,0.001,59.988,37.283,1.000,0.190,0.190,49500.000,0.000,0.000,0.000,1.000,1.000,9401.480,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.961,51.000,5.843,0.157,5.843,0.157,0.000,0.000,"LINESTRING (-87.719627 41.872072, -87.707727 41.881076)",9401.480,60.000,60.000,60.000,60.000,59.994,59.974,56.981,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9401.479,9401.479,0.000,59.988,59.988,0.000,0.190,0.190,0.000,0.001,0.001,period-based
14,bpr,14,560,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,14763.690,-1.000,0.000,,,,,0.000,14763.690,0.001,59.929,37.246,0.999,0.298,0.298,49500.000,0.000,0.000,0.000,1.000,1.000,14763.690,0.955,1.142,0.008,0.000,60.000,51.000,0.400,4.000,59.765,51.000,9.176,0.246,9.176,0.246,0.000,0.000,"LINESTRING (-87.713676 41.929697, -87.701773 41.938700)",14763.690,60.000,60.000,60.000,60.000,59.960,59.842,56.881,59.921,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,14763.690,14763.690,0.000,59.929,59.929,0.000,0.298,0.298,0.000,0.008,0.008,period-based
15,bpr,15,561,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8934.720,-1.000,0.000,,,,,0.000,8934.720,0.001,59.990,37.284,1.000,0.180,0.180,49500.000,0.000,0.000,0.000,1.000,1.000,8934.720,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.968,51.000,5.553,0.149,5.553,0.149,0.000,0.000,"LINESTRING (-87.680335 41.903585, -87.668431 41.912589)",8934.720,60.000,60.000,60.000,60.000,59.995,59.979,56.984,59.989,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8934.720,8934.720,0.000,59.990,59.990,0.000,0.180,0.180,0.000,0.001,0.001,period-based
16,bpr,16,562,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10301.010,-1.000,0.000,,,,,0.000,10301.010,0.001,59.983,37.280,1.000,0.208,0.208,49500.000,0.000,0.000,0.000,1.000,1.000,10301.010,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.944,51.000,6.402,0.172,6.402,0.172,0.000,0.000,"LINESTRING (-87.668426 41.875673, -87.656523 41.884678)",10301.010,60.000,60.000,60.000,60.000,59.991,59.963,56.972,59.981,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10301.010,10301.010,0.000,59.983,59.983,0.000,0.208,0.208,0.000,0.002,0.002,period-based
17,bpr,17,563,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9098.550,-1.000,0.000,,,,,0.000,9098.550,0.001,59.990,37.284,1.000,0.184,0.184,49500.000,0.000,0.000,0.000,1.000,1.000,9098.550,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.966,51.000,5.655,0.152,5.655,0.152,0.000,0.000,"LINESTRING (-87.637466 41.901785, -87.625562 41.910789)",9098.550,60.000,60.000,60.000,60.000,59.994,59.977,56.983,59.989,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9098.550,9098.550,0.000,59.990,59.990,0.000,0.184,0.184,0.000,0.001,0.001,period-based
18,bpr,18,564,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9300.740,-1.000,0.000,,,,,0.000,9300.740,0.001,59.989,37.283,1.000,0.188,0.188,49500.000,0.000,0.000,0.000,1.000,1.000,9300.740,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.963,51.000,5.780,0.155,5.780,0.155,0.000,0.000,"LINESTRING (-87.630325 41.880175, -87.618417 41.889180)",9300.740,60.000,60.000,60.000,60.000,59.994,59.975,56.981,59.988,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9300.740,9300.740,0.000,59.989,59.989,0.000,0.188,0.188,0.000,0.001,0.001,period-based
19,bpr,19,565,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,2624.610,-1.000,0.000,,,,,0.000,2624.610,0.001,60.000,37.290,1.000,0.053,0.053,49500.000,0.000,0.000,0.000,1.000,1.000,2624.610,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,1.631,0.044,1.631,0.044,0.000,0.000,"LINESTRING (-87.625556 41.858568, -87.613654 41.867571)",2624.610,60.000,60.000,60.000,60.000,60.000,60.000,57.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,2624.610,2624.610,0.000,60.000,60.000,0.000,0.053,0.053,0.000,0.000,0.000,period-based
20,bpr,20,566,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7707.950,-1.000,0.000,,,,,0.000,7707.950,0.001,59.995,37.287,1.000,0.156,0.156,49500.000,0.000,0.000,0.000,1.000,1.000,7707.950,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.982,51.000,4.791,0.128,4.791,0.128,0.000,0.000,"LINESTRING (-87.717246 41.840559, -87.705345 41.849564)",7707.950,60.000,60.000,60.000,60.000,59.997,59.988,56.991,59.994,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7707.950,7707.950,0.000,59.995,59.995,0.000,0.156,0.156,0.000,0.001,0.001,period-based
21,bpr,21,567,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,4696.170,-1.000,0.000,,,,,0.000,4696.170,0.001,59.999,37.290,1.000,0.095,0.095,49500.000,0.000,0.000,0.000,1.000,1.000,4696.170,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.998,51.000,2.919,0.078,2.919,0.078,0.000,0.000,"LINESTRING (-87.670806 41.854067, -87.658904 41.863069)",4696.170,60.000,60.000,60.000,60.000,60.000,59.998,56.999,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,4696.170,4696.170,0.000,59.999,59.999,0.000,0.095,0.095,0.000,0.000,0.000,period-based
22,bpr,22,568,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,3370.820,-1.000,0.000,,,,,0.000,3370.820,0.001,60.000,37.290,1.000,0.068,0.068,49500.000,0.000,0.000,0.000,1.000,1.000,3370.820,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,2.095,0.056,2.095,0.056,0.000,0.000,"LINESTRING (-87.621986 41.836058, -87.610081 41.845062)",3370.820,60.000,60.000,60.000,60.000,60.000,60.000,57.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,3370.820,3370.820,0.000,60.000,60.000,0.000,0.068,0.068,0.000,0.000,0.000,period-based
23,bpr,23,569,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12667.830,-1.000,0.000,,,,,0.000,12667.830,0.001,59.961,37.266,0.999,0.256,0.256,49500.000,0.000,0.000,0.000,1.000,1.000,12667.830,0.955,1.142,0.004,0.000,60.000,51.000,0.400,4.000,59.872,51.000,7.873,0.211,7.873,0.211,0.000,0.000,"LINESTRING (-87.662475 41.823454, -87.650569 41.832457)",12667.830,60.000,60.000,60.000,60.000,59.979,59.914,56.936,59.957,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,12667.830,12667.830,0.000,59.961,59.961,0.000,0.256,0.256,0.000,0.004,0.004,period-based
